timestamp,latitude,longitude,elev_gpx,slope,dist,elev_usgs
1656943201.999,38.92677951328356,-95.6768069845584,329.9152471759003,0.042516864744188705,0.0,328.75
1656943208.999,38.9260168774416,-95.67663089753657,328.3557713317871,0.009256750461143286,73.47753644666794,328.51
1656943215.999,38.92527888439496,-95.67630098582774,329.1512913513184,-0.029963113969619332,161.67128988289082,328.74
1656943222.999,38.92462114807118,-95.67598686562448,332.12975570678714,-0.029924047720215927,240.56190359316162,330.73
1656943229.999,38.92393290161986,-95.67574908779531,330.5958763122559,0.035863125259125904,318.4118854934111,329.59
1656943236.999,38.92317837107827,-95.67568372571438,327.48244369506835,0.046502023697851454,403.1056472755108,327.1
1656943243.999,38.92248056925732,-95.67594731980532,325.87976303100584,-0.013541557262334667,485.93561643597644,325.55
1656943250.999,38.92200683247197,-95.67657279418378,326.1318309638605,-0.003099733549370266,562.3305202959057,325.83
1656943259.001,38.92125402022052,-95.67690111333101,325.7440073631222,0.027899411605348153,651.6399922943259,323.73
1656943266.001,38.92051591820914,-95.67679677540033,323.2361049429558,0.03718786365352355,734.9666310540406,321.21
1656943273.0,38.91983570162106,-95.67665738435059,321.55062347593105,0.005736996280810011,812.5285248665343,320.14
1656943282.0,38.91913507509876,-95.67606669487029,323.4617339568706,-0.025981502027096686,908.6388677154428,322.17
1656943290.0,38.91911333244193,-95.67510648080676,325.49587041063523,-0.019578734001414896,993.7249874661397,325.05
1656943298.516,38.91983892655831,-95.6745065167506,325.97617193804706,-0.0055839796345762294,1090.9630906055602,325.72
1656943306.946,38.92069893706489,-95.67467873552411,326.34109849920344,-0.018846537178662637,1194.1222722589107,326.36
1656943315.0,38.92145240310479,-95.67444221498042,327.99931341059073,-0.02899466506696582,1281.8907418716087,328.12
1656943323.0,38.92182091347772,-95.67362306834727,329.87941413525823,-0.026670114803026623,1365.199491091432,329.43
1656943331.0,38.92168371010471,-95.67283778460293,330.25683451468274,0.028843740520763914,1440.364253741944,329.69
1656943338.0,38.9210367277627,-95.67282767602771,329.9166038560775,-0.011947081318475255,1514.164632914439,328.8
1656943347.0,38.92007674839247,-95.67292180480032,328.71650029791806,0.006036151580317927,1621.3651923149296,326.64
1656943355.0,38.91970221143115,-95.67242609904676,328.2600028614262,-0.011872438631111646,1695.9139307294756,327.56
1656943361.883,38.91997553691167,-95.67167042018443,329.6506897121354,-0.019027171474467898,1767.3846082589262,328.93
1656943369.999,38.92049502212453,-95.67080279262333,331.94107120765716,-0.03389329807184017,1861.63506648568,332.22
1656943376.999,38.92124881505865,-95.67067523682087,333.5099433363385,-0.009889876030668343,1946.3141884328463,333.64
1656943383.999,38.92203961409528,-95.67073025563329,333.26087142406715,0.009909013248898209,2034.1993588430098,332.85
1656943390.999,38.92282132714887,-95.67081400760978,332.52320892178216,0.020227637293123452,2122.6618333281967,331.85
1656943397.999,38.92348161157121,-95.6708857064095,331.38686576076736,-0.008104784309986722,2198.1386079735325,331.84
1656943404.999,38.92412898786266,-95.67095904806226,331.75483750614893,0.00021937424913421203,2270.064653051837,332.36
1656943411.999,38.92480023581435,-95.67106717461317,331.7325036313292,-0.0014881596255747608,2345.4392722521325,332.45
1656943418.999,38.92515831071783,-95.67168956445127,333.3664012145996,-0.04319878435862078,2416.5442588786623,332.86
1656943425.999,38.92564024500449,-95.67200375170975,334.45434799194334,-0.018001371674054013,2477.941991714861,332.91
1656943432.999,38.92624809224058,-95.67176131354242,334.3146531677246,0.010007208606492,2548.3649006382566,332.29
1656943439.999,38.92695571765204,-95.67160039776533,332.9105223083496,0.016593935789948406,2627.8863558424746,331.46
1656943446.999,38.92772567927737,-95.67176386164098,333.1416282653808,-0.020749809273963752,2714.775806988006,332.42
1656943453.999,38.92841598767687,-95.67196125546067,334.49579482320394,0.009333822717629793,2794.81213066771,333.39
1656943460.999,38.92914906054635,-95.67220490062206,333.39071273803717,-0.0028361640234036705,2877.770116724146,333.24
1656943467.999,38.92981688868154,-95.67261799433797,333.01107406616217,0.012671904604613694,2962.2605143453816,331.58
1656943474.999,38.93005080245335,-95.67347075240284,332.74270980834956,0.006735543174556413,3041.532896612546,331.32
1656943481.999,38.93028951905568,-95.67422381611138,333.84141830444344,-0.022477099445899717,3116.068277170682,332.25
1656943488.999,38.93083495464077,-95.67463944116204,334.70262680053713,-0.0012657691991867902,3186.312386025368,332.4
1656943495.999,38.93082184534421,-95.67537797065049,333.2470262145996,0.023491688022611444,3256.457814414209,331.22
1656943506.608,38.93006503492494,-95.67604942814975,329.15785873413085,0.04182528537712684,3352.1536405256143,328.52
1656943515.999,38.92990470588107,-95.6767496523407,328.5298346169923,0.05040828393765674,3429.0181697149724,329.02
1656943524.999,38.92956196147848,-95.6771415733692,328.05510971069333,0.008860998718853454,3485.8879174207837,329.28
1656943531.999,38.92912803035129,-95.67703047962456,327.6144847106934,-0.006785593307361245,3538.9051683447597,329.55
1656943538.999,38.92867827419091,-95.67694193319946,328.43939682006834,-0.02619346343426571,3589.0066954453964,329.56
1656943545.999,38.92822415105898,-95.676848223522,329.4774827575684,-0.026560001028821556,3639.873533728993,329.51
1656943552.999,38.9277918292572,-95.67678867848187,330.57650619506836,-0.016669926115336704,3689.4480527718824,329.29
1656943559.999,38.92741324383665,-95.67672596508234,330.30460433959956,-0.009872341450572805,3731.9339519001082,329.21
